Filename,Cyclomatic Complexity,Halstead Metrics,Maintainability Index,Source Lines of Code (SLOC),Comments Ratio,Number of Parameters,Afferent Coupling,Efferent Coupling,Instability,Syntax Errors
solution_1225.py,1,"{'h1': 1, 'h2': 12, 'N1': 1, 'N2': 14, 'vocabulary': 13, 'length': 15, 'volume': 55.506595772116384, 'difficulty': 0.5833333333333334, 'effort': 32.37884753373456, 'time': 1.7988248629852532, 'bugs': 0.01850219859070546}",83.39137278,3,0,2,0,0,0,0
solution_1226.py,0,"{'h1': 1, 'h2': 20, 'N1': 3, 'N2': 28, 'vocabulary': 21, 'length': 31, 'volume': 136.16184010614157, 'difficulty': 0.7, 'effort': 95.3132880742991, 'time': 5.295182670794394, 'bugs': 0.04538728003538052}",100,8,0,0,0,1,1,0
solution_1227.py,0,"{'h1': 2, 'h2': 10, 'N1': 5, 'N2': 27, 'vocabulary': 12, 'length': 32, 'volume': 114.718800023077, 'difficulty': 2.7, 'effort': 309.7407600623079, 'time': 17.20782000346155, 'bugs': 0.03823960000769233}",74.30834038,9,0,0,0,1,1,0
solution_1228.py,0,"{'h1': 1, 'h2': 27, 'N1': 2, 'N2': 35, 'vocabulary': 28, 'length': 37, 'volume': 177.87213211613133, 'difficulty': 0.6481481481481481, 'effort': 115.28749303823326, 'time': 6.4048607243462925, 'bugs': 0.05929071070537711}",100,10,0,0,0,1,1,0
solution_1229.py,2,"{'h1': 1, 'h2': 13, 'N1': 2, 'N2': 20, 'vocabulary': 14, 'length': 22, 'volume': 83.76180828526729, 'difficulty': 0.7692307692307693, 'effort': 64.43216021943638, 'time': 3.579564456635355, 'bugs': 0.027920602761755765}",100,8,0,1,0,0,0,0
solution_123.py,0,"{'h1': 2, 'h2': 16, 'N1': 4, 'N2': 31, 'vocabulary': 18, 'length': 35, 'volume': 145.94737505048093, 'difficulty': 1.9375, 'effort': 282.7730391603068, 'time': 15.70961328668371, 'bugs': 0.04864912501682698}",75.9498926,10,0,0,0,1,1,0
solution_1230.py,0,"{'h1': 2, 'h2': 27, 'N1': 5, 'N2': 43, 'vocabulary': 29, 'length': 48, 'volume': 233.18308776612344, 'difficulty': 1.5925925925925926, 'effort': 371.3656582941966, 'time': 20.631425460788698, 'bugs': 0.07772769592204115}",72.27274666,10,0,0,0,0,0,0
solution_1231.py,4,"{'h1': 1, 'h2': 8, 'N1': 4, 'N2': 11, 'vocabulary': 9, 'length': 15, 'volume': 47.548875021634686, 'difficulty': 0.6875, 'effort': 32.689851577373844, 'time': 1.816102865409658, 'bugs': 0.01584962500721156}",100,9,0,2,0,0,0,0
solution_1232.py,2,"{'h1': 3, 'h2': 16, 'N1': 7, 'N2': 35, 'vocabulary': 19, 'length': 42, 'volume': 178.41295556463058, 'difficulty': 3.28125, 'effort': 585.4175104464441, 'time': 32.52319502480245, 'bugs': 0.059470985188210194}",80.80282056,13,0.052631579,2,0,1,1,0
solution_1233.py,0,"{'h1': 1, 'h2': 37, 'N1': 2, 'N2': 68, 'vocabulary': 38, 'length': 70, 'volume': 367.35492594105096, 'difficulty': 0.918918918918919, 'effort': 337.5693914052901, 'time': 18.753855078071673, 'bugs': 0.12245164198035031}",100,13,0.071428571,0,0,2,1,0
solution_1234.py,4,"{'h1': 3, 'h2': 8, 'N1': 5, 'N2': 18, 'vocabulary': 11, 'length': 23, 'volume': 79.56692722865783, 'difficulty': 3.375, 'effort': 268.5383793967202, 'time': 14.918798855373344, 'bugs': 0.02652230907621928}",66.07220851,10,0,2,0,0,0,0
solution_1235.py,1,"{'h1': 2, 'h2': 13, 'N1': 2, 'N2': 19, 'vocabulary': 15, 'length': 21, 'volume': 82.0447025077789, 'difficulty': 1.4615384615384615, 'effort': 119.91148828059991, 'time': 6.661749348922218, 'bugs': 0.02734823416925963}",76.68921391,7,0,1,0,2,1,0
solution_1236.py,3,"{'h1': 6, 'h2': 12, 'N1': 8, 'N2': 22, 'vocabulary': 18, 'length': 30, 'volume': 125.09775004326937, 'difficulty': 5.5, 'effort': 688.0376252379815, 'time': 38.22431251322119, 'bugs': 0.04169925001442312}",65.08026672,11,0,1,0,0,0,0
solution_1237.py,2,"{'h1': 3, 'h2': 16, 'N1': 6, 'N2': 31, 'vocabulary': 19, 'length': 37, 'volume': 157.17331799741265, 'difficulty': 2.90625, 'effort': 456.7849554299805, 'time': 25.37694196833225, 'bugs': 0.05239110599913755}",66.71909524,13,0,2,0,1,1,0
solution_1238.py,0,"{'h1': 4, 'h2': 12, 'N1': 10, 'N2': 35, 'vocabulary': 16, 'length': 45, 'volume': 180.0, 'difficulty': 5.833333333333333, 'effort': 1050.0, 'time': 58.333333333333336, 'bugs': 0.06}",66.31866655,11,0,0,0,1,1,0
solution_1239.py,0,"{'h1': 1, 'h2': 7, 'N1': 2, 'N2': 13, 'vocabulary': 8, 'length': 15, 'volume': 45.0, 'difficulty': 0.9285714285714286, 'effort': 41.785714285714285, 'time': 2.321428571428571, 'bugs': 0.015}",100,7,0,0,0,1,1,0
solution_124.py,0,"{'h1': 1, 'h2': 12, 'N1': 2, 'N2': 21, 'vocabulary': 13, 'length': 23, 'volume': 85.11011351724513, 'difficulty': 0.875, 'effort': 74.47134932758948, 'time': 4.137297184866082, 'bugs': 0.028370037839081708}",100,9,0,0,0,1,1,0
solution_1240.py,3,"{'h1': 2, 'h2': 16, 'N1': 5, 'N2': 47, 'vocabulary': 18, 'length': 52, 'volume': 216.83610007500022, 'difficulty': 2.9375, 'effort': 636.9560439703131, 'time': 35.386446887239615, 'bugs': 0.07227870002500007}",69.19993389,16,0,2,0,0,0,0
solution_1241.py,3,"{'h1': 3, 'h2': 14, 'N1': 7, 'N2': 25, 'vocabulary': 17, 'length': 32, 'volume': 130.79881092001085, 'difficulty': 2.678571428571429, 'effort': 350.3539578214577, 'time': 19.46410876785876, 'bugs': 0.04359960364000362}",68.99926815,8,0,1,0,0,0,0
solution_1242.py,4,"{'h1': 2, 'h2': 18, 'N1': 3, 'N2': 34, 'vocabulary': 20, 'length': 37, 'volume': 159.91133951083242, 'difficulty': 1.8888888888888888, 'effort': 302.0547524093501, 'time': 16.780819578297226, 'bugs': 0.05330377983694414}",73.90483161,9,0,2,0,0,0,0
solution_1243.py,0,"{'h1': 4, 'h2': 22, 'N1': 10, 'N2': 41, 'vocabulary': 26, 'length': 51, 'volume': 239.72242562519568, 'difficulty': 3.727272727272727, 'effort': 893.5108591484566, 'time': 49.63949217491425, 'bugs': 0.07990747520839857}",65.37600665,13,0,0,0,2,1,0
solution_1244.py,1,"{'h1': 1, 'h2': 21, 'N1': 2, 'N2': 29, 'vocabulary': 22, 'length': 31, 'volume': 138.24238017775622, 'difficulty': 0.6904761904761905, 'effort': 95.45307202749834, 'time': 5.30294844597213, 'bugs': 0.046080793392585404}",100,9,0,2,0,0,0,0
solution_1245.py,0,"{'h1': 2, 'h2': 13, 'N1': 4, 'N2': 17, 'vocabulary': 15, 'length': 21, 'volume': 82.0447025077789, 'difficulty': 1.3076923076923077, 'effort': 107.28922635632625, 'time': 5.9605125753514585, 'bugs': 0.02734823416925963}",82.51037455,4,0,0,0,0,0,0
solution_1246.py,6,"{'h1': 3, 'h2': 18, 'N1': 10, 'N2': 54, 'vocabulary': 21, 'length': 64, 'volume': 281.1083150578407, 'difficulty': 4.5, 'effort': 1264.987417760283, 'time': 70.27707876446017, 'bugs': 0.0937027716859469}",90.58287523,17,0.366666667,3,0,0,0,0
solution_1247.py,0,"{'h1': 1, 'h2': 12, 'N1': 2, 'N2': 19, 'vocabulary': 13, 'length': 21, 'volume': 77.70923408096293, 'difficulty': 0.7916666666666666, 'effort': 61.51981031409565, 'time': 3.4177672396719805, 'bugs': 0.025903078026987644}",100,7,0,0,0,1,1,0
solution_1248.py,0,"{'h1': 1, 'h2': 18, 'N1': 3, 'N2': 33, 'vocabulary': 19, 'length': 36, 'volume': 152.92539048396907, 'difficulty': 0.9166666666666666, 'effort': 140.1816079436383, 'time': 7.787867107979906, 'bugs': 0.050975130161323025}",100,15,0,0,0,2,1,0
solution_1249.py,1,"{'h1': 0, 'h2': 12, 'N1': 0, 'N2': 16, 'vocabulary': 12, 'length': 16, 'volume': 57.3594000115385, 'difficulty': 0.0, 'effort': 0.0, 'time': 0.0, 'bugs': 0.019119800003846166}",100,3,0,2,0,0,0,0
solution_125.py,17,"{'h1': 5, 'h2': 21, 'N1': 13, 'N2': 66, 'vocabulary': 26, 'length': 79, 'volume': 371.33473773314626, 'difficulty': 7.857142857142857, 'effort': 2917.6300821890063, 'time': 162.09056012161147, 'bugs': 0.12377824591104875}",76.84314664,34,0.155555556,7,0,0,0,0
solution_1250.py,1,"{'h1': 2, 'h2': 15, 'N1': 4, 'N2': 37, 'vocabulary': 17, 'length': 41, 'volume': 167.5859764912639, 'difficulty': 2.466666666666667, 'effort': 413.3787420117843, 'time': 22.96548566732135, 'bugs': 0.055861992163754634}",70.82463194,17,0,2,0,2,1,0
solution_1251.py,0,"{'h1': 1, 'h2': 9, 'N1': 2, 'N2': 13, 'vocabulary': 10, 'length': 15, 'volume': 49.82892142331043, 'difficulty': 0.7222222222222222, 'effort': 35.987554361279756, 'time': 1.999308575626653, 'bugs': 0.01660964047443681}",100,5,0,0,0,1,1,0
solution_1252.py,0,"{'h1': 1, 'h2': 12, 'N1': 2, 'N2': 21, 'vocabulary': 13, 'length': 23, 'volume': 85.11011351724513, 'difficulty': 0.875, 'effort': 74.47134932758948, 'time': 4.137297184866082, 'bugs': 0.028370037839081708}",100,11,0,0,0,1,1,0
solution_1253.py,3,"{'h1': 3, 'h2': 14, 'N1': 3, 'N2': 20, 'vocabulary': 17, 'length': 23, 'volume': 94.0116453487578, 'difficulty': 2.142857142857143, 'effort': 201.45352574733812, 'time': 11.191862541518784, 'bugs': 0.0313372151162526}",76.01254934,5,0,3,0,1,1,0
solution_1254.py,21,"{'h1': 11, 'h2': 37, 'N1': 40, 'N2': 149, 'vocabulary': 48, 'length': 189, 'volume': 1055.5579126362984, 'difficulty': 22.14864864864865, 'effort': 23379.18133528234, 'time': 1298.8434075156856, 'bugs': 0.3518526375454328}",71.52882207,39,0.25,1,0,2,1,0
solution_1255.py,0,"{'h1': 2, 'h2': 12, 'N1': 3, 'N2': 19, 'vocabulary': 14, 'length': 22, 'volume': 83.76180828526729, 'difficulty': 1.5833333333333333, 'effort': 132.62286311833986, 'time': 7.36793683990777, 'bugs': 0.027920602761755765}",78.72187892,4,0,0,0,1,1,0
solution_1256.py,3,"{'h1': 2, 'h2': 19, 'N1': 4, 'N2': 41, 'vocabulary': 21, 'length': 45, 'volume': 197.65428402504423, 'difficulty': 2.1578947368421053, 'effort': 426.51713921193755, 'time': 23.69539662288542, 'bugs': 0.0658847613416814}",68.0141778,17,0,2,0,0,0,0
solution_1257.py,0,"{'h1': 1, 'h2': 13, 'N1': 1, 'N2': 24, 'vocabulary': 14, 'length': 25, 'volume': 95.1838730514401, 'difficulty': 0.9230769230769231, 'effort': 87.8620366628678, 'time': 4.881224259048211, 'bugs': 0.03172795768381337}",100,8,0,0,0,0,0,0
solution_1258.py,0,"{'h1': 1, 'h2': 18, 'N1': 6, 'N2': 55, 'vocabulary': 19, 'length': 61, 'volume': 259.1235783200587, 'difficulty': 1.5277777777777777, 'effort': 395.8832446556452, 'time': 21.99351359198029, 'bugs': 0.08637452610668624}",100,23,0,0,0,1,1,0
solution_1259.py,0,"{'h1': 1, 'h2': 10, 'N1': 3, 'N2': 13, 'vocabulary': 11, 'length': 16, 'volume': 55.35090589819676, 'difficulty': 0.65, 'effort': 35.97808883382789, 'time': 1.9987827129904383, 'bugs': 0.018450301966065584}",100,4,0,0,0,0,0,0
solution_126.py,0,"{'h1': 2, 'h2': 18, 'N1': 6, 'N2': 42, 'vocabulary': 20, 'length': 48, 'volume': 207.45254855459342, 'difficulty': 2.3333333333333335, 'effort': 484.0559466273847, 'time': 26.891997034854704, 'bugs': 0.0691508495181978}",70.32754947,10,0,0,0,1,1,0
solution_1260.py,0,"{'h1': 1, 'h2': 7, 'N1': 2, 'N2': 13, 'vocabulary': 8, 'length': 15, 'volume': 45.0, 'difficulty': 0.9285714285714286, 'effort': 41.785714285714285, 'time': 2.321428571428571, 'bugs': 0.015}",100,7,0,0,0,1,1,0
solution_1261.py,0,"{'h1': 1, 'h2': 12, 'N1': 2, 'N2': 20, 'vocabulary': 13, 'length': 22, 'volume': 81.40967379910403, 'difficulty': 0.8333333333333334, 'effort': 67.84139483258669, 'time': 3.768966379588149, 'bugs': 0.027136557933034676}",100,7,0,0,0,1,1,0
solution_1262.py,0,"{'h1': 2, 'h2': 12, 'N1': 3, 'N2': 23, 'vocabulary': 14, 'length': 26, 'volume': 98.99122797349771, 'difficulty': 1.9166666666666667, 'effort': 189.73318694920397, 'time': 10.54073260828911, 'bugs': 0.03299707599116591}",75.94371705,9,0,0,0,2,1,0
solution_1263.py,4,"{'h1': 6, 'h2': 11, 'N1': 9, 'N2': 27, 'vocabulary': 17, 'length': 36, 'volume': 147.14866228501222, 'difficulty': 7.363636363636363, 'effort': 1083.5492404623626, 'time': 60.19718002568681, 'bugs': 0.049049554095004076}",63.48648327,13,0,2,0,0,0,0
solution_1264.py,0,"{'h1': 1, 'h2': 6, 'N1': 1, 'N2': 14, 'vocabulary': 7, 'length': 15, 'volume': 42.11032383086406, 'difficulty': 1.1666666666666667, 'effort': 49.12871113600807, 'time': 2.7293728408893374, 'bugs': 0.01403677461028802}",100,8,0,0,0,1,1,0
solution_1265.py,0,"{'h1': 1, 'h2': 11, 'N1': 1, 'N2': 19, 'vocabulary': 12, 'length': 20, 'volume': 71.69925001442311, 'difficulty': 0.8636363636363636, 'effort': 61.92207955791087, 'time': 3.4401155309950484, 'bugs': 0.023899750004807704}",100,6,0,0,0,1,1,0
solution_1266.py,0,"{'h1': 2, 'h2': 8, 'N1': 3, 'N2': 13, 'vocabulary': 10, 'length': 16, 'volume': 53.150849518197795, 'difficulty': 1.625, 'effort': 86.37013046707142, 'time': 4.798340581503968, 'bugs': 0.017716949839399265}",79.60783978,6,0,0,0,1,1,0
solution_1267.py,0,"{'h1': 2, 'h2': 18, 'N1': 4, 'N2': 30, 'vocabulary': 20, 'length': 34, 'volume': 146.94555522617034, 'difficulty': 1.6666666666666667, 'effort': 244.90925871028392, 'time': 13.606069928349108, 'bugs': 0.048981851742056784}",75.42417967,7,0,0,0,0,0,0
solution_1268.py,0,"{'h1': 3, 'h2': 12, 'N1': 4, 'N2': 24, 'vocabulary': 15, 'length': 28, 'volume': 109.39293667703852, 'difficulty': 3.0, 'effort': 328.1788100311156, 'time': 18.232156112839753, 'bugs': 0.03646431222567951}",76.55471099,6,0,0,0,1,1,0
solution_1269.py,0,"{'h1': 2, 'h2': 7, 'N1': 3, 'N2': 16, 'vocabulary': 9, 'length': 19, 'volume': 60.228575027403934, 'difficulty': 2.2857142857142856, 'effort': 137.66531434835184, 'time': 7.64807301935288, 'bugs': 0.02007619167580131}",100,5,0.285714286,0,0,1,1,0
solution_127.py,0,"{'h1': 1, 'h2': 61, 'N1': 2, 'N2': 86, 'vocabulary': 62, 'length': 88, 'volume': 523.969275314045, 'difficulty': 0.7049180327868853, 'effort': 369.3553907951465, 'time': 20.519743933063694, 'bugs': 0.17465642510468168}",100,18,0.052631579,0,0,1,1,0
solution_1270.py,0,"{'h1': 1, 'h2': 9, 'N1': 1, 'N2': 14, 'vocabulary': 10, 'length': 15, 'volume': 49.82892142331043, 'difficulty': 0.7777777777777778, 'effort': 38.755827773685894, 'time': 2.1531015429825495, 'bugs': 0.01660964047443681}",100,6,0.142857143,0,0,1,1,0
solution_1271.py,3,"{'h1': 2, 'h2': 11, 'N1': 5, 'N2': 33, 'vocabulary': 13, 'length': 38, 'volume': 140.6167092893615, 'difficulty': 3.0, 'effort': 421.8501278680845, 'time': 23.436118214893582, 'bugs': 0.04687223642978716}",69.85355057,14,0,2,0,1,1,0
solution_1272.py,0,"{'h1': 1, 'h2': 13, 'N1': 2, 'N2': 23, 'vocabulary': 14, 'length': 25, 'volume': 95.1838730514401, 'difficulty': 0.8846153846153846, 'effort': 84.20111846858163, 'time': 4.6778399149212015, 'bugs': 0.03172795768381337}",100,10,0,0,0,4,1,0
solution_1273.py,0,"{'h1': 2, 'h2': 8, 'N1': 2, 'N2': 20, 'vocabulary': 10, 'length': 22, 'volume': 73.08241808752197, 'difficulty': 2.5, 'effort': 182.70604521880495, 'time': 10.150335845489163, 'bugs': 0.024360806029173992}",79.32274283,7,0,0,0,2,1,0
solution_1274.py,0,"{'h1': 1, 'h2': 10, 'N1': 4, 'N2': 28, 'vocabulary': 11, 'length': 32, 'volume': 110.70181179639351, 'difficulty': 1.4, 'effort': 154.9825365149509, 'time': 8.610140917497272, 'bugs': 0.03690060393213117}",100,11,0,0,0,1,1,0
solution_1275.py,0,"{'h1': 1, 'h2': 7, 'N1': 1, 'N2': 9, 'vocabulary': 8, 'length': 10, 'volume': 30.0, 'difficulty': 0.6428571428571429, 'effort': 19.28571428571429, 'time': 1.0714285714285716, 'bugs': 0.01}",100,5,0,0,0,2,1,0
solution_1276.py,0,"{'h1': 1, 'h2': 12, 'N1': 3, 'N2': 22, 'vocabulary': 13, 'length': 25, 'volume': 92.5109929535273, 'difficulty': 0.9166666666666666, 'effort': 84.80174354073336, 'time': 4.711207974485187, 'bugs': 0.030836997651175767}",100,8,0,0,0,1,1,0
solution_1277.py,0,"{'h1': 1, 'h2': 8, 'N1': 2, 'N2': 17, 'vocabulary': 9, 'length': 19, 'volume': 60.228575027403934, 'difficulty': 1.0625, 'effort': 63.99286096661668, 'time': 3.5551589425898156, 'bugs': 0.02007619167580131}",100,8,0,0,0,2,1,0
solution_1278.py,2,"{'h1': 1, 'h2': 22, 'N1': 4, 'N2': 43, 'vocabulary': 23, 'length': 47, 'volume': 212.60741193467962, 'difficulty': 0.9772727272727273, 'effort': 207.77542529980053, 'time': 11.543079183322252, 'bugs': 0.07086913731155987}",100,12,0,2,0,0,0,0
solution_1279.py,0,"{'h1': 1, 'h2': 11, 'N1': 2, 'N2': 19, 'vocabulary': 12, 'length': 21, 'volume': 75.28421251514428, 'difficulty': 0.8636363636363636, 'effort': 65.01818353580641, 'time': 3.612121307544801, 'bugs': 0.025094737505048093}",100,7,0,0,0,1,1,0
solution_128.py,0,"{'h1': 1, 'h2': 10, 'N1': 4, 'N2': 20, 'vocabulary': 11, 'length': 24, 'volume': 83.02635884729514, 'difficulty': 1.0, 'effort': 83.02635884729514, 'time': 4.612575491516397, 'bugs': 0.02767545294909838}",100,9,0,0,0,1,1,0
solution_1280.py,0,"{'h1': 6, 'h2': 13, 'N1': 11, 'N2': 32, 'vocabulary': 19, 'length': 43, 'volume': 182.66088307807416, 'difficulty': 7.384615384615385, 'effort': 1348.8803673457785, 'time': 74.93779818587659, 'bugs': 0.06088696102602472}",67.64128378,5,0,0,0,0,0,0
solution_1281.py,2,"{'h1': 4, 'h2': 8, 'N1': 4, 'N2': 14, 'vocabulary': 12, 'length': 18, 'volume': 64.5293250129808, 'difficulty': 3.5, 'effort': 225.85263754543283, 'time': 12.547368752524045, 'bugs': 0.021509775004326936}",71.47545356,7,0,1,0,0,0,0
solution_1282.py,0,"{'h1': 1, 'h2': 9, 'N1': 4, 'N2': 16, 'vocabulary': 10, 'length': 20, 'volume': 66.43856189774725, 'difficulty': 0.8888888888888888, 'effort': 59.05649946466422, 'time': 3.28091663692579, 'bugs': 0.02214618729924908}",100,6,0,0,0,0,0,0
solution_1283.py,0,"{'h1': 3, 'h2': 25, 'N1': 11, 'N2': 62, 'vocabulary': 28, 'length': 73, 'volume': 350.93690931020507, 'difficulty': 3.7199999999999998, 'effort': 1305.4853026339629, 'time': 72.52696125744238, 'bugs': 0.11697896977006836}",61.4382841,21,0,0,0,0,0,0
solution_1284.py,0,"{'h1': 1, 'h2': 17, 'N1': 6, 'N2': 73, 'vocabulary': 18, 'length': 79, 'volume': 329.42407511394265, 'difficulty': 2.1470588235294117, 'effort': 707.2928671564063, 'time': 39.294048175355904, 'bugs': 0.10980802503798089}",100,11,0,0,0,1,1,0
solution_1285.py,1,"{'h1': 1, 'h2': 21, 'N1': 2, 'N2': 30, 'vocabulary': 22, 'length': 32, 'volume': 142.7018117963935, 'difficulty': 0.7142857142857143, 'effort': 101.9298655688525, 'time': 5.6627703093806945, 'bugs': 0.04756727059879784}",100,8,0,1,0,0,0,0
solution_1286.py,1,"{'h1': 1, 'h2': 21, 'N1': 3, 'N2': 31, 'vocabulary': 22, 'length': 34, 'volume': 151.6206750336681, 'difficulty': 0.7380952380952381, 'effort': 111.91049823913599, 'time': 6.217249902174221, 'bugs': 0.050540225011222704}",100,14,0,1,0,2,1,0
solution_1287.py,1,"{'h1': 2, 'h2': 30, 'N1': 6, 'N2': 66, 'vocabulary': 32, 'length': 72, 'volume': 360.0, 'difficulty': 2.2, 'effort': 792.0000000000001, 'time': 44.00000000000001, 'bugs': 0.12}",67.2294671,18,0,2,0,1,1,0
solution_1288.py,17,"{'h1': 10, 'h2': 42, 'N1': 47, 'N2': 178, 'vocabulary': 52, 'length': 225, 'volume': 1282.5989365817456, 'difficulty': 21.19047619047619, 'effort': 27178.882227565562, 'time': 1509.93790153142, 'bugs': 0.4275329788605819}",47.38056451,64,0.014705882,8,0,0,0,0
solution_1289.py,2,"{'h1': 3, 'h2': 11, 'N1': 3, 'N2': 28, 'vocabulary': 14, 'length': 31, 'volume': 118.02800258378574, 'difficulty': 3.8181818181818183, 'effort': 450.65237350172737, 'time': 25.03624297231819, 'bugs': 0.03934266752792858}",71.83362419,5,0,2,0,0,0,0
solution_129.py,15,"{'h1': 5, 'h2': 21, 'N1': 26, 'N2': 78, 'vocabulary': 26, 'length': 104, 'volume': 488.84573068667356, 'difficulty': 9.285714285714286, 'effort': 4539.281784947683, 'time': 252.1823213859824, 'bugs': 0.16294857689555786}",67.80041155,50,0.083333333,8,0,0,0,0
solution_1290.py,2,"{'h1': 4, 'h2': 14, 'N1': 5, 'N2': 26, 'vocabulary': 18, 'length': 31, 'volume': 129.26767504471167, 'difficulty': 3.7142857142857144, 'effort': 480.1370787375005, 'time': 26.67428215208336, 'bugs': 0.043089225014903886}",70.54250699,7,0,3,0,1,1,0
solution_1291.py,0,"{'h1': 1, 'h2': 11, 'N1': 2, 'N2': 28, 'vocabulary': 12, 'length': 30, 'volume': 107.54887502163469, 'difficulty': 1.2727272727272727, 'effort': 136.8803863911714, 'time': 7.604465910620634, 'bugs': 0.03584962500721156}",100,9,0,0,0,1,1,0
solution_1292.py,6,"{'h1': 7, 'h2': 25, 'N1': 17, 'N2': 54, 'vocabulary': 32, 'length': 71, 'volume': 355.0, 'difficulty': 7.5600000000000005, 'effort': 2683.8, 'time': 149.10000000000002, 'bugs': 0.11833333333333333}",58.56034295,20,0,1,0,0,0,0
solution_1293.py,0,"{'h1': 1, 'h2': 13, 'N1': 2, 'N2': 20, 'vocabulary': 14, 'length': 22, 'volume': 83.76180828526729, 'difficulty': 0.7692307692307693, 'effort': 64.43216021943638, 'time': 3.579564456635355, 'bugs': 0.027920602761755765}",100,7,0,0,0,1,1,0
solution_1294.py,0,"{'h1': 1, 'h2': 7, 'N1': 3, 'N2': 11, 'vocabulary': 8, 'length': 14, 'volume': 42.0, 'difficulty': 0.7857142857142857, 'effort': 33.0, 'time': 1.8333333333333333, 'bugs': 0.014}",100,5,0,0,0,1,1,0
solution_1295.py,0,"{'h1': 1, 'h2': 16, 'N1': 3, 'N2': 23, 'vocabulary': 17, 'length': 26, 'volume': 106.27403387250882, 'difficulty': 0.71875, 'effort': 76.38446184586572, 'time': 4.243581213659207, 'bugs': 0.03542467795750294}",100,7,0,0,0,1,1,0
solution_1296.py,2,"{'h1': 1, 'h2': 19, 'N1': 1, 'N2': 34, 'vocabulary': 20, 'length': 35, 'volume': 151.26748332105768, 'difficulty': 0.8947368421052632, 'effort': 135.34459033989373, 'time': 7.519143907771873, 'bugs': 0.05042249444035256}",100,11,0,2,0,0,0,0
solution_1297.py,0,"{'h1': 5, 'h2': 26, 'N1': 13, 'N2': 59, 'vocabulary': 31, 'length': 72, 'volume': 356.702134347855, 'difficulty': 5.673076923076923, 'effort': 2023.5986467811006, 'time': 112.42214704339447, 'bugs': 0.118900711449285}",62.53290345,16,0,0,0,2,1,0
solution_1298.py,0,"{'h1': 2, 'h2': 20, 'N1': 5, 'N2': 35, 'vocabulary': 22, 'length': 40, 'volume': 178.37726474549189, 'difficulty': 1.75, 'effort': 312.1602133046108, 'time': 17.342234072478377, 'bugs': 0.05945908824849729}",69.59215322,9,0,0,0,0,0,0
solution_1299.py,0,"{'h1': 0, 'h2': 12, 'N1': 0, 'N2': 40, 'vocabulary': 12, 'length': 40, 'volume': 143.39850002884623, 'difficulty': 0.0, 'effort': 0.0, 'time': 0.0, 'bugs': 0.04779950000961541}",100,9,0,0,0,1,1,0
solution_13.py,0,"{'h1': 3, 'h2': 10, 'N1': 4, 'N2': 13, 'vocabulary': 13, 'length': 17, 'volume': 62.907475208398566, 'difficulty': 1.9500000000000002, 'effort': 122.66957665637722, 'time': 6.814976480909845, 'bugs': 0.02096915840279952}",74.41979541,6,0,0,0,0,0,0
solution_130.py,0,"{'h1': 2, 'h2': 16, 'N1': 6, 'N2': 32, 'vocabulary': 18, 'length': 38, 'volume': 158.45715005480787, 'difficulty': 2.0, 'effort': 316.91430010961574, 'time': 17.606350006089762, 'bugs': 0.05281905001826929}",75.42417967,8,0,0,0,1,1,0
solution_1300.py,0,"{'h1': 0, 'h2': 8, 'N1': 0, 'N2': 8, 'vocabulary': 8, 'length': 8, 'volume': 24.0, 'difficulty': 0.0, 'effort': 0.0, 'time': 0.0, 'bugs': 0.008}",100,2,0,0,0,1,1,0
solution_1301.py,0,"{'h1': 3, 'h2': 13, 'N1': 5, 'N2': 22, 'vocabulary': 16, 'length': 27, 'volume': 108.0, 'difficulty': 2.5384615384615383, 'effort': 274.15384615384613, 'time': 15.23076923076923, 'bugs': 0.036}",73.41096803,5,0,0,0,1,1,0
solution_1302.py,0,"{'h1': 1, 'h2': 8, 'N1': 1, 'N2': 15, 'vocabulary': 9, 'length': 16, 'volume': 50.718800023076994, 'difficulty': 0.9375, 'effort': 47.548875021634686, 'time': 2.6416041678685938, 'bugs': 0.016906266674359}",100,7,0,0,0,2,1,0
solution_1303.py,0,"{'h1': 1, 'h2': 60, 'N1': 2, 'N2': 84, 'vocabulary': 61, 'length': 86, 'volume': 510.04341103040827, 'difficulty': 0.7, 'effort': 357.03038772128576, 'time': 19.83502154007143, 'bugs': 0.17001447034346942}",100,17,0.052631579,0,0,1,1,0
solution_1304.py,1,"{'h1': 2, 'h2': 23, 'N1': 3, 'N2': 35, 'vocabulary': 25, 'length': 38, 'volume': 176.46653521143952, 'difficulty': 1.5217391304347827, 'effort': 268.5360318434949, 'time': 14.918668435749717, 'bugs': 0.05882217840381317}",73.31018813,8,0,1,0,0,0,0
solution_1305.py,0,"{'h1': 1, 'h2': 11, 'N1': 1, 'N2': 20, 'vocabulary': 12, 'length': 21, 'volume': 75.28421251514428, 'difficulty': 0.9090909090909091, 'effort': 68.4401931955857, 'time': 3.802232955310317, 'bugs': 0.025094737505048093}",100,7,0,0,0,1,1,0
solution_1306.py,0,"{'h1': 1, 'h2': 10, 'N1': 3, 'N2': 18, 'vocabulary': 11, 'length': 21, 'volume': 72.64806399138324, 'difficulty': 0.9, 'effort': 65.38325759224492, 'time': 3.632403199569162, 'bugs': 0.02421602133046108}",77.06174926,5,0,0,0,1,1,0
